"","top500rank","green500rank.g","rmax.g","power.g","mflopswatt.g","how.g","year.g","name.g","totalcores.g","manufacturer.g","site.g","country.g","rpeak.g","segment.g","acceleratorcoprocessorcores.g","nmax.g","architecture.g","processor.g","processorfamily.g","procfrequency.g","os.g","osfamily.g","acceleratorcoprocessor.g","coressocket.g","processorgeneration.g","systemmodel.g","systemfamily.g","interconnectfamily.g","interconnect.g","region.g","continent.g","previoustop500rank","firstappearance.t","firsttop500rank","name.t","computer.t","site.t","manufacturer.t","country.t","year.t","segment.t","totalcores.t","acceleratorcoprocessorcores.t","rmax.t","rpeak.t","nmax.t","nhalf.t","power.t","mflopswatt.t","architecture.t","processor.t","processortechnology.t","processorspeedmhz.t","oatingsystem.t","osfamily.t","acceleratorcoprocessor.t","coressocket.t","processorgeneration.t","systemmodel.t","systemfamily.t","interconnectfamily.t","interconnect.t","region.t","continent.t"
"413",413,66,130172,139.1,935.8159597,"Submission",2013,"iDataPlex DX360M4, Intel Xeon E5-2680v2  10C 2.800GHz, Infiniband FDR14",7560,"IBM","IBM Development Engineering","United States",169344,"Vendor",0,0,"Cluster","Intel Xeon E5-2680v2  10C 2.800GHz","Intel IvyBridge",2800,"Linux","Linux","None",10,"Intel Xeon E5 (IvyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband FDR14","North America","Americas",NA,42,413,"","iDataPlex DX360M4, Intel Xeon E5-2680v2  10C 2.800GHz, Infiniband FDR14","IBM Development Engineering","IBM","United States",2013,"Vendor",7560,0,130172,169344,0,0,139,936,"Cluster","Intel Xeon E5-2680v2  10C 2.800GHz","Intel IvyBridge",2800,"Linux","Linux","None",10,"Intel Xeon E5 (IvyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband FDR14","North America","Americas"
"414",414,67,130172,139.1,935.8159597,"Submission",2013,"iDataPlex DX360M4, Intel Xeon E5-2680v2  10C 2.800GHz, Infiniband FDR14",7560,"IBM","IBM Development Engineering","United States",169344,"Vendor",0,0,"Cluster","Intel Xeon E5-2680v2  10C 2.800GHz","Intel IvyBridge",2800,"Linux","Linux","None",10,"Intel Xeon E5 (IvyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband FDR14","North America","Americas",NA,42,414,"","iDataPlex DX360M4, Intel Xeon E5-2680v2  10C 2.800GHz, Infiniband FDR14","IBM Development Engineering","IBM","United States",2013,"Vendor",7560,0,130172,169344,0,0,139,936,"Cluster","Intel Xeon E5-2680v2  10C 2.800GHz","Intel IvyBridge",2800,"Linux","Linux","None",10,"Intel Xeon E5 (IvyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband FDR14","North America","Americas"
"415",415,68,130172,139.1,935.8159597,"Submission",2013,"iDataPlex DX360M4, Intel Xeon E5-2680v2  10C 2.800GHz, Infiniband FDR14",7560,"IBM","IBM Development Engineering","United States",169344,"Vendor",0,0,"Cluster","Intel Xeon E5-2680v2  10C 2.800GHz","Intel IvyBridge",2800,"Linux","Linux","None",10,"Intel Xeon E5 (IvyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband FDR14","North America","Americas",NA,42,415,"","iDataPlex DX360M4, Intel Xeon E5-2680v2  10C 2.800GHz, Infiniband FDR14","IBM Development Engineering","IBM","United States",2013,"Vendor",7560,0,130172,169344,0,0,139,936,"Cluster","Intel Xeon E5-2680v2  10C 2.800GHz","Intel IvyBridge",2800,"Linux","Linux","None",10,"Intel Xeon E5 (IvyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband FDR14","North America","Americas"
"416",416,79,130162,142.91,910.7970051,"Submission",2012,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",6880,"IBM","University of Chicago","United States",143104,"Academic",0,0,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband FDR","North America","Americas",302,39,416,"Midway","iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","University of Chicago","IBM","United States",2012,"Academic",6880,0,130162,143104,0,0,143,911,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband FDR","North America","Americas"
"417",417,431,129986.1,1046.67,124.1901459,"Derived",2012,"Cluster Platform 3000 BL280c G6, Xeon X5675 6C 3.06GHz, Infiniband QDR",13980,"Hewlett-Packard","Manufacturing Company","United States",171115,"Industry",0,0,"Cluster","Xeon X5675 6C 3.060GHz","Intel Nehalem",3060,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","Cluster Platform 3000 BL280c G6","HP Cluster Platform 3000BL","Infiniband","Infiniband QDR","North America","Americas",303,39,135,"","Cluster Platform 3000 BL280c G6, Xeon X5675 6C 3.06GHz, Infiniband QDR","Manufacturing Company","Hewlett-Packard","United States",2012,"Industry",13980,0,129986,171115,0,0,NA,NA,"Cluster","Xeon X5675 6C 3.060GHz","Intel Nehalem",3060,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","Cluster Platform 3000 BL280c G6","HP Cluster Platform 3000BL","Infiniband","Infiniband QDR","North America","Americas"
"418",418,347,129872,676.8,191.891253,"Derived",2012,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.60GHz, 10G Ethernet",12032,"Hewlett-Packard","IT Service Provider","United States",250266,"Industry",0,0,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas",304,40,197,"","Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.60GHz, 10G Ethernet","IT Service Provider","Hewlett-Packard","United States",2012,"Industry",12032,0,129872,250266,0,0,NA,NA,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas"
"419",419,348,129872,676.8,191.891253,"Derived",2012,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.60GHz, 10G Ethernet",12032,"Hewlett-Packard","IT Service Provider","United States",250266,"Industry",0,0,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas",305,40,194,"","Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.60GHz, 10G Ethernet","IT Service Provider","Hewlett-Packard","United States",2012,"Industry",12032,0,129872,250266,0,0,NA,NA,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas"
"420",420,349,129872,676.8,191.891253,"Derived",2012,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.60GHz, 10G Ethernet",12032,"Hewlett-Packard","IT Service Provider","United States",250266,"Industry",0,0,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas",306,40,195,"","Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.60GHz, 10G Ethernet","IT Service Provider","Hewlett-Packard","United States",2012,"Industry",12032,0,129872,250266,0,0,NA,NA,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas"
"421",421,350,129872,676.8,191.891253,"Derived",2012,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.60GHz, 10G Ethernet",12032,"Hewlett-Packard","IT Service Provider","United States",250266,"Industry",0,0,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas",307,40,196,"","Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.60GHz, 10G Ethernet","IT Service Provider","Hewlett-Packard","United States",2012,"Industry",12032,0,129872,250266,0,0,NA,NA,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas"
"422",422,108,129714,148.19,875.3222215,"Submission",2012,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",7456,"IBM","Electronics","United States",155085,"Industry",0,0,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband FDR","North America","Americas",308,40,198,"","iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","Electronics","IBM","United States",2012,"Industry",7456,0,129714,155085,0,0,148,875,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband FDR","North America","Americas"
"423",423,113,129254,148.6,869.8115747,"Submission",2013,"IBM Flex System x240, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",6832,"IBM","Automotive","United States",142106,"Industry",0,0,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","IBM Flex System x240","IBM Flex System","Infiniband","Infiniband FDR","North America","Americas",NA,42,423,"","IBM Flex System x240, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","Automotive","IBM","United States",2013,"Industry",6832,0,129254,142106,0,0,149,870,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","IBM Flex System x240","IBM Flex System","Infiniband","Infiniband FDR","North America","Americas"
"424",424,114,129254,148.6,869.8115747,"Submission",2013,"IBM Flex System x240, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",6832,"IBM","Automotive","United States",142106,"Industry",0,0,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","IBM Flex System x240","IBM Flex System","Infiniband","Infiniband FDR","North America","Americas",NA,42,424,"","IBM Flex System x240, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","Automotive","IBM","United States",2013,"Industry",6832,0,129254,142106,0,0,149,870,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","IBM Flex System x240","IBM Flex System","Infiniband","Infiniband FDR","North America","Americas"
