"","date","ExaRank","exascalar","top500rank","green500rank.g","rmax.g","power.g","mflopswatt","how.g","year.g","computer.g","name.g","totalcores.g","site.g","manufacturer.g","country.g","segment.g","acceleratorcoprocessorcores.g","rpeak.g","nmax.g","nhalf.g","architecture.g","processor.g","processorfamily.g","procfrequency.g","oatingsystem.g","osfamily.g","acceleratorcoprocessor.g","coressocket.g","processorgeneration.g","systemmodel.g","systemfamily.g","interconnectfamily.g","interconnect.g","region.g","continent.g","previoustop500rank","firstappearance.t","firsttop500rank","name.t","computer.t","site.t","manufacturer.t","country.t","year.t","segment.t","totalcores.t","acceleratorcoprocessorcores.t","rmax","rpeak.t","nmax.t","nhalf.t","power.t","mflopswatt.t","architecture.t","processor.t","processortechnology.t","processorspeedmhz.t","oatingsystem.t","osfamily.t","acceleratorcoprocessor.t","coressocket.t","processorgeneration.t","systemmodel.t","systemfamily.t","interconnectfamily.t","interconnect.t","region.t","continent.t"
"226",2014-06-01,406,-4.367,226,419,219838,1449.12,151.7,"Derived",2011,"Bullx B500 Cluster, Xeon X56xx 3.06Ghz, QDR Infiniband","RWTH Compute Cluster (RCC)",25448,"Universitaet Aachen/RWTH","Bull SA","Germany","Academic",0,270538,2145920,0,"Cluster","Xeon X5675 6C 3.06GHz","Intel Nehalem",3060,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","Bullx B500 Cluster","Bull Bullx","Infiniband","Infiniband QDR","Western Europe","Europe",185,37,32,"RWTH Compute Cluster (RCC)","Bullx B500 Cluster, Xeon X56xx 3.06Ghz, QDR Infiniband","Universitaet Aachen/RWTH","Bull SA","Germany",2011,"Academic",25448,0,219838,270538,2145920,0,NA,NA,"Cluster","Xeon X5675 6C 3.06GHz","Intel Nehalem",3060,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","Bullx B500 Cluster","Bull Bullx","Infiniband","Infiniband QDR","Western Europe","Europe"
"383",2014-06-01,407,-4.369,383,373,160200,774,206.98,"Top500",2009,"SGI ICE 8200 Enh. LX, Xeon X5560 2.8Ghz","Diamond",15360,"ERDC DSRC","SGI","United States","Research",0,172032,2280600,0,"MPP","Xeon X5560 4C 2.8GHz","Intel Nehalem",2800,"SLES10 + SGI ProPack 5","Linux","None",4,"Xeon 5500-series (Nehalem-EP)","SGI ICE 8200 Enhanced LX","SGI ICE","Infiniband","Infiniband DDR","North America","Americas",280,34,24,"Diamond","SGI ICE 8200 Enh. LX, Xeon X5560 2.8Ghz","ERDC DSRC","SGI","United States",2009,"Research",15360,0,160200,172032,2280600,0,774,207,"MPP","Xeon X5560 4C 2.8GHz","Intel Nehalem",2800,"SLES10 + SGI ProPack 5","Linux","None",4,"Xeon 5500-series (Nehalem-EP)","SGI ICE 8200 Enhanced LX","SGI ICE","Infiniband","Infiniband DDR","North America","Americas"
"439",2014-06-01,408,-4.37,439,350,149900,680.06,220.42,"Derived",2011,"PowerEdge 1950/SunFire X2200/IBM dx340/dx360/HP SL160/DL165, Xeon/Opteron 2.3-2.67GHz, Myrinet 10G","HPC",20925,"University of Southern California","Dell/Sun/IBM","United States","Academic",0,196465,0,0,"Cluster","Xeon E5410 4C 2.33GHz","Intel Core",2333,"Linux","Linux","None",4,"Xeon 5400-series ""Harpertown""","PowerEdge 1950/SunFire X2200/iDataPlex Cluster","Dell/Sun/IBM Cluster","Myrinet","Myrinet 10G","North America","Americas",313,37,63,"HPC","PowerEdge 1950/SunFire X2200/IBM dx340/dx360/HP SL160/DL165, Xeon/Opteron 2.3-2.67GHz, Myrinet 10G","University of Southern California","Dell/Sun/IBM","United States",2011,"Academic",20925,0,149900,196465,0,0,NA,NA,"Cluster","Xeon E5410 4C 2.33GHz","Intel Core",2333,"Linux","Linux","None",4,"Xeon 5400-series ""Harpertown""","PowerEdge 1950/SunFire X2200/iDataPlex Cluster","Dell/Sun/IBM Cluster","Myrinet","Myrinet 10G","North America","Americas"
"479",2014-06-01,409,-4.37,479,311,140143.4,595.2,235.46,"Derived",2014,"Cluster Platform SL230s Gen8, Intel Xeon E5-2650v2 8C 2.6GHz, Infiniband FDR","",7936,"Automative Company","Hewlett-Packard","United States","Industry",0,165068.8,0,0,"Cluster","Intel Xeon E5-2650v2 8C 2.6GHz","Intel IvyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (IvyBridge)","Cluster Platform SL230s Gen8","HP Cluster Platform 3000SL","Infiniband","Infiniband FDR","North America","Americas",NA,43,479,"","Cluster Platform SL230s Gen8, Intel Xeon E5-2650v2  8C 2.6GHz, Infiniband FDR","Automative Company","Hewlett-Packard","United States",2014,"Industry",7936,0,140143,165069,0,0,NA,NA,"Cluster","Intel Xeon E5-2650v2  8C 2.6GHz","Intel IvyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (IvyBridge)","Cluster Platform SL230s Gen8","HP Cluster Platform 3000SL","Infiniband","Infiniband FDR","North America","Americas"
"197",2014-06-01,410,-4.372,197,435,243900,1814.4,134.42,"Derived",2011,"HP POD - Cluster Platform 3000 BL260c G6, X5675 3.06 GHz, Infiniband","",24192,"Airbus","Hewlett-Packard","France","Industry",0,296110,0,0,"Cluster","Xeon X5675 6C 3.06GHz","Intel Nehalem",3060,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","Cluster Platform 3000 BL260c G6","HP Cluster Platform 3000BL","Infiniband","Infiniband QDR","Western Europe","Europe",161,37,29,"","HP POD - Cluster Platform 3000 BL260c G6, X5675 3.06 GHz, Infiniband","Airbus","Hewlett-Packard","France",2011,"Industry",24192,0,243900,296110,0,0,NA,NA,"Cluster","Xeon X5675 6C 3.06GHz","Intel Nehalem",3060,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","Cluster Platform 3000 BL260c G6","HP Cluster Platform 3000BL","Infiniband","Infiniband QDR","Western Europe","Europe"
"316",2014-06-01,411,-4.372,316,394,173960,922.05,188.67,"Derived",2013,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet","",16392,"IT Services Provider (D)","Hewlett-Packard","United States","Industry",0,340954,0,0,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","Gigabit Ethernet","Gigabit Ethernet","North America","Americas",250,41,198,"","Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet","IT Services Provider (D)","Hewlett-Packard","United States",2013,"Industry",16392,0,173960,340954,0,0,NA,NA,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","Gigabit Ethernet","Gigabit Ethernet","North America","Americas"
"294",2014-06-01,412,-4.374,294,408,180600,1000,180.6,"Submission",2008,"Dawning 5000A, QC Opteron 1.9 Ghz, Infiniband, Windows HPC 2008","Magic Cube",30720,"Shanghai Supercomputer Center","Dawning","China","Research",0,233472,0,0,"Cluster","Opteron Quad Core 4C 1.9GHz","AMD x86_64",1900,"Windows HPC 2008","Windows","None",4,"Opteron Quad Core","Dawning 5000A","Dawning Cluster","Infiniband","Infiniband DDR","Eastern Asia","Asia",237,32,11,"Magic Cube","Dawning 5000A, QC Opteron 1.9 Ghz, Infiniband, Windows HPC 2008","Shanghai Supercomputer Center","Dawning","China",2008,"Research",30720,0,180600,233472,0,0,NA,NA,"Cluster","Opteron Quad Core 4C 1.9GHz","AMD x86_64",1900,"Windows HPC 2008","Windows","None",4,"Opteron Quad Core","Dawning 5000A","Dawning Cluster","Infiniband","Infiniband DDR","Eastern Asia","Asia"
"321",2014-06-01,413,-4.377,321,388,170698,903.6,188.91,"Derived",2012,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.60GHz, 10G Ethernet","",16064,"IT Service Provider","Hewlett-Packard","United States","Industry",0,334131,0,0,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas",256,40,147,"","Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.60GHz, 10G Ethernet","IT Service Provider","Hewlett-Packard","United States",2012,"Industry",16064,0,170698,334131,0,0,NA,NA,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas"
"322",2014-06-01,414,-4.377,322,389,170698,903.6,188.91,"Derived",2012,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.60GHz, 10G Ethernet","",16064,"IT Service Provider","Hewlett-Packard","United States","Industry",0,334131,0,0,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas",255,40,148,"","Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.60GHz, 10G Ethernet","IT Service Provider","Hewlett-Packard","United States",2012,"Industry",16064,0,170698,334131,0,0,NA,NA,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas"
"88",2014-06-01,415,-4.379,88,486,426750.8,5674.8,75.2,"Derived",2013,"Cluster Platform DL360e Gen8, Xeon E5-2450L 8C 1.800GHz, Gigabit Ethernet","",75664,"Software Company (M)","Hewlett-Packard","United States","Industry",0,1089562,0,0,"Cluster","Xeon E5-2450L 8C 1.8GHz","Intel SandyBridge",1800,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform DL360e Gen8","HP Cluster Platform 3000","Gigabit Ethernet","Gigabit Ethernet","North America","Americas",72,42,72,"","Cluster Platform DL360e Gen8, Xeon E5-2450L 8C 1.800GHz, Gigabit Ethernet","Software Company (M)","Hewlett-Packard","United States",2013,"Industry",75664,0,426751,1089562,0,0,NA,NA,"Cluster","Xeon E5-2450L 8C 1.8GHz","Intel SandyBridge",1800,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform DL360e Gen8","HP Cluster Platform 3000","Gigabit Ethernet","Gigabit Ethernet","North America","Americas"
"494",2014-06-01,416,-4.38,494,320,135601.28,576.03,235.41,"Submission",2013,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet","",24064,"Banking (M)","IBM","United States","Industry",0,500531,0,0,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","xSeries x3650M4 Cluster","IBM xSeries","Gigabit Ethernet","Gigabit Ethernet","North America","Americas",377,42,377,"","xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet","Banking (M)","IBM","United States",2013,"Industry",24064,0,135601,500531,0,0,576,235,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","xSeries x3650M4 Cluster","IBM xSeries","Gigabit Ethernet","Gigabit Ethernet","North America","Americas"
"232",2014-06-01,417,-4.382,232,421,214200,1442.64,148.48,"Derived",2010,"Cray XE6, Opteron 6172 12C 2.10GHz, Cray Gemini interconnect","Tup",31104,"INPE (National Institute for Space Research)","Cray Inc.","Brazil","Research",0,261273.6,1491840,0,"MPP","Opteron 6172 12C 2.1GHz","AMD x86_64",2100,"Cray Linux Environment","Linux","None",12,"Opteron 6100-series ""Magny-Cours""","Cray XE6","Cray XE","Cray Interconnect","Cray Gemini interconnect","South America","Americas",188,36,29,"Tup","Cray XE6, Opteron 6172 12C 2.10GHz, Cray Gemini interconnect","INPE (National Institute for Space Research)","Cray Inc.","Brazil",2010,"Research",31104,0,214200,261274,1491840,0,NA,NA,"MPP","Opteron 6172 12C 2.1GHz","AMD x86_64",2100,"Cray Linux Environment ","Linux","None",12,"Opteron 6100-series ""Magny-Cours"" ","Cray XE6","Cray XE","Cray Interconnect","Cray Gemini interconnect","South America","Americas"
"500",2014-06-01,418,-4.384,500,328,134248.88,570.29,235.4,"Submission",2013,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet","",23824,"Telecommunication Company","IBM","China","Industry",0,495539,0,0,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","xSeries x3650M4 Cluster","IBM xSeries","Gigabit Ethernet","Gigabit Ethernet","Eastern Asia","Asia",383,42,383,"","xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet","Telecommunication Company","IBM","China",2013,"Industry",23824,0,134249,495539,0,0,570,235,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","xSeries x3650M4 Cluster","IBM xSeries","Gigabit Ethernet","Gigabit Ethernet","Eastern Asia","Asia"
"480",2014-06-01,419,-4.389,480,348,139953,631.8,221.51,"Derived",2013,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2660 8C 2.200GHz, 10G Ethernet","",11232,"Automotive","Hewlett-Packard","United States","Industry",0,197683,0,0,"Cluster","Xeon E5-2660 8C 2.2GHz","Intel SandyBridge",2200,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas",362,41,272,"","Cluster Platform 3000 BL460c Gen8, Xeon E5-2660 8C 2.200GHz, 10G Ethernet","Automotive","Hewlett-Packard","United States",2013,"Industry",11232,0,139953,197683,0,0,NA,NA,"Cluster","Xeon E5-2660 8C 2.2GHz","Intel SandyBridge",2200,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas"
"182",2014-06-01,420,-4.391,182,459,259298.7,2179.8,118.96,"Derived",2013,"Cluster Platform DL380p Gen8 , Xeon E5-2630 6C 2.300GHz, Gigabit Ethernet","",29064,"IT Service Provider (B)","Hewlett-Packard","United States","Industry",0,534778,0,0,"Cluster","Xeon E5-2630 6C 2.3GHz","Intel SandyBridge",2300,"Linux","Linux","None",6,"Intel Xeon E5 (SandyBridge)","Cluster Platform DL380p Gen8","HP Cluster Platform 3000","Gigabit Ethernet","Gigabit Ethernet","North America","Americas",149,42,149,"","Cluster Platform DL380p Gen8 , Xeon E5-2630 6C 2.300GHz, Gigabit Ethernet","IT Service Provider (B)","Hewlett-Packard","United States",2013,"Industry",29064,0,259299,534778,0,0,NA,NA,"Cluster","Xeon E5-2630 6C 2.3GHz","Intel SandyBridge",2300,"Linux","Linux","None",6,"Intel Xeon E5 (SandyBridge)","Cluster Platform DL380p Gen8 ","HP Cluster Platform 3000","Gigabit Ethernet","Gigabit Ethernet","North America","Americas"
"344",2014-06-01,421,-4.393,344,400,164790.72,887.1,185.76,"Submission",2013,"xSeries x3650M3 Cluster, Xeon E5649 6C 2.53GHz, Gigabit Ethernet","",29244,"E-Commerce","IBM","United States","Industry",0,295949.28,0,0,"Cluster","Xeon E5649 6C 2.53GHz","Intel Nehalem",2530,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","xSeries x3650M3 Cluster","IBM xSeries","Gigabit Ethernet","Gigabit Ethernet","North America","Americas",433,42,433,"","xSeries x3650M3 Cluster, Xeon E5649 6C 2.53GHz, Gigabit Ethernet","E-Commerce","IBM","United States",2013,"Industry",29244,0,164791,295949,0,0,887,186,"Cluster","Xeon E5649 6C 2.53GHz","Intel Nehalem",2530,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","xSeries x3650M3 Cluster","IBM xSeries","Gigabit Ethernet","Gigabit Ethernet","North America","Americas"
"345",2014-06-01,422,-4.393,345,401,164790.72,887.1,185.76,"Submission",2013,"xSeries x3650M3 Cluster, Xeon E5649 6C 2.53GHz, Gigabit Ethernet","",29244,"E-Commerce","IBM","United States","Industry",0,295949.28,0,0,"Cluster","Xeon E5649 6C 2.53GHz","Intel Nehalem",2530,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","xSeries x3650M3 Cluster","IBM xSeries","Gigabit Ethernet","Gigabit Ethernet","North America","Americas",432,42,432,"","xSeries x3650M3 Cluster, Xeon E5649 6C 2.53GHz, Gigabit Ethernet","E-Commerce","IBM","United States",2013,"Industry",29244,0,164791,295949,0,0,887,186,"Cluster","Xeon E5649 6C 2.53GHz","Intel Nehalem",2530,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","xSeries x3650M3 Cluster","IBM xSeries","Gigabit Ethernet","Gigabit Ethernet","North America","Americas"
"410",2014-06-01,423,-4.393,410,381,156338.18,797.6,196.01,"Submission",2013,"iDataPlex DX360M3, Xeon E5645 6C 2.4GHz, Gigabit Ethernet","",27744,"Digital Media","IBM","United States","Industry",0,266342.4,0,0,"Cluster","Xeon E5645 6C 2.4GHz","Intel Nehalem",2400,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","iDataPlex DX360M3","IBM iDataPlex","Gigabit Ethernet","Gigabit Ethernet","North America","Americas",436,42,436,"","iDataPlex DX360M3, Xeon E5645 6C 2.4GHz, Gigabit Ethernet","Digital Media","IBM","United States",2013,"Industry",27744,0,156338,266342,0,0,798,196,"Cluster","Xeon E5645 6C 2.4GHz","Intel Nehalem",2400,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","iDataPlex DX360M3","IBM iDataPlex","Gigabit Ethernet","Gigabit Ethernet","North America","Americas"
"371",2014-06-01,424,-4.394,371,390,161517,855,188.91,"Derived",2013,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.60GHz, 10G Ethernet","",15200,"IT Service Provider","Hewlett-Packard","United States","Industry",0,316160,0,0,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas",273,41,214,"","Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.60GHz, 10G Ethernet","IT Service Provider","Hewlett-Packard","United States",2013,"Industry",15200,0,161517,316160,0,0,NA,NA,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas"
"496",2014-06-01,425,-4.396,496,345,135374,604.8,223.83,"Derived",2012,"Cluster Platform SL250s Gen8, Xeon E5-2660 8C 2.200GHz, Infiniband FDR, NVIDIA 2090","",8064,"Research Center","Hewlett-Packard","China","Research",5376,270749,0,0,"Cluster","Xeon E5-2660 8C 2.2GHz","Intel SandyBridge",2200,"Linux","Linux","NVIDIA 2090",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform SL250s Gen8","HP Cluster Platform 3000SL","Infiniband","Infiniband FDR","Eastern Asia","Asia",379,39,127,"","Cluster Platform SL250s Gen8, Xeon E5-2660 8C 2.200GHz, Infiniband FDR, NVIDIA 2090","Research Center","Hewlett-Packard","China",2012,"Research",8064,5376,135374,270749,0,0,NA,NA,"Cluster","Xeon E5-2660 8C 2.2GHz","Intel SandyBridge",2200,"Linux","Linux","NVIDIA 2090",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform SL250s Gen8","HP Cluster Platform 3000SL","Infiniband","Infiniband FDR","Eastern Asia","Asia"
"498",2014-06-01,426,-4.401,498,347,134438,605.7,221.95,"Derived",2013,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2660 8C 2.200GHz, 10G Ethernet","",10768,"Banking","Hewlett-Packard","France","Industry",0,189517,0,0,"Cluster","Xeon E5-2660 8C 2.2GHz","Intel SandyBridge",2200,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","Western Europe","Europe",381,41,287,"","Cluster Platform 3000 BL460c Gen8, Xeon E5-2660 8C 2.200GHz, 10G Ethernet","Banking","Hewlett-Packard","France",2013,"Industry",10768,0,134438,189517,0,0,NA,NA,"Cluster","Xeon E5-2660 8C 2.2GHz","Intel SandyBridge",2200,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","Western Europe","Europe"
"329",2014-06-01,427,-4.402,329,410,168600,956.07,176.35,"Submission",2013,"BladeCenter HS22 Cluster (WM), Xeon E5649 6C 2.530GHz, Gigabit Ethernet","",30240,"IBM Development Engineering","IBM","United States","Industry",0,306029,0,0,"Cluster","Xeon E5649 6C 2.53GHz","Intel Nehalem",2530,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","BladeCenter HS22 Cluster (WM)","IBM BladeCenter","Gigabit Ethernet","Gigabit Ethernet","North America","Americas",258,42,258,"","BladeCenter HS22 Cluster (WM), Xeon E5649 6C 2.530GHz, Gigabit Ethernet","IBM Development Engineering","IBM","United States",2013,"Industry",30240,0,168600,306029,0,0,956,176,"Cluster","Xeon E5649 6C 2.53GHz","Intel Nehalem",2530,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","BladeCenter HS22 Cluster (WM)","IBM BladeCenter","Gigabit Ethernet","Gigabit Ethernet","North America","Americas"
"195",2014-06-01,428,-4.407,195,458,244182.9,2036.7,119.89,"Derived",2013,"Cluster Platform DL380p Gen8 , Xeon E5-2630 6C 2.300GHz, Gigabit Ethernet","",27156,"Logistic Services","Hewlett-Packard","United States","Industry",0,499670,0,0,"Cluster","Xeon E5-2630 6C 2.3GHz","Intel SandyBridge",2300,"Linux","Linux","None",6,"Intel Xeon E5 (SandyBridge)","Cluster Platform DL380p Gen8","HP Cluster Platform 3000","Gigabit Ethernet","Gigabit Ethernet","North America","Americas",160,42,160,"","Cluster Platform DL380p Gen8 , Xeon E5-2630 6C 2.300GHz, Gigabit Ethernet","Logistic Services","Hewlett-Packard","United States",2013,"Industry",27156,0,244183,499670,0,0,NA,NA,"Cluster","Xeon E5-2630 6C 2.3GHz","Intel SandyBridge",2300,"Linux","Linux","None",6,"Intel Xeon E5 (SandyBridge)","Cluster Platform DL380p Gen8 ","HP Cluster Platform 3000","Gigabit Ethernet","Gigabit Ethernet","North America","Americas"
"415",2014-06-01,429,-4.408,415,391,154716,819,188.91,"Derived",2013,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet","",14560,"Service Provider","Hewlett-Packard","United States","Industry",0,302848,0,0,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas",296,41,233,"","Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet","Service Provider","Hewlett-Packard","United States",2013,"Industry",14560,0,154716,302848,0,0,NA,NA,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas"
"416",2014-06-01,430,-4.408,416,392,154716,819,188.91,"Derived",2013,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet","",14560,"Service Provider","Hewlett-Packard","United States","Industry",0,302848,0,0,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas",297,41,234,"","Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet","Service Provider","Hewlett-Packard","United States",2013,"Industry",14560,0,154716,302848,0,0,NA,NA,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas"
"154",2014-06-01,431,-4.411,154,483,291792.5,2944.8,99.09,"Derived",2013,"Cluster Platform DL360p Gen8, Xeon E5-2620 6C 2.000GHz, Gigabit Ethernet","",39264,"IT Services Provider","Hewlett-Packard","United States","Industry",0,628224,0,0,"Cluster","Xeon E5-2620 6C 2GHz","Intel SandyBridge",2000,"Linux","Linux","None",6,"Intel Xeon E5 (SandyBridge)","Cluster Platform DL360p Gen8","HP Cluster Platform 3000","Gigabit Ethernet","Gigabit Ethernet","North America","Americas",124,42,124,"","Cluster Platform DL360p Gen8, Xeon E5-2620 6C 2.000GHz, Gigabit Ethernet","IT Services Provider ","Hewlett-Packard","United States",2013,"Industry",39264,0,291793,628224,0,0,NA,NA,"Cluster","Xeon E5-2620 6C 2GHz","Intel SandyBridge",2000,"Linux","Linux","None",6,"Intel Xeon E5 (SandyBridge)","Cluster Platform DL360p Gen8","HP Cluster Platform 3000","Gigabit Ethernet","Gigabit Ethernet","North America","Americas"
"463",2014-06-01,432,-4.414,463,379,145082.9,734.4,197.55,"Derived",2014,"Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.6GHz, 10G Ethernet","",9792,"Retail","Hewlett-Packard","United States","Industry",0,203673.6,0,0,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform SL230s Gen8","HP Cluster Platform 3000SL","10G","10G Ethernet","North America","Americas",NA,43,463,"","Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.6GHz, 10G Ethernet","Retail","Hewlett-Packard","United States",2014,"Industry",9792,0,145083,203674,0,0,NA,NA,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform SL230s Gen8","HP Cluster Platform 3000SL","10G","10G Ethernet","North America","Americas"
